,daily_index,A
5083,5083,있는 그대로의 나로 살아야 행복하게 살 수 있어요.
5084,5084,인생을 즐기는 거죠.
5085,5085,있는 그대로의 나로 살아야 행복하게 살 수 있어요.
5086,5086,제 행운까지 모두 드리고 싶네요.
5087,5087,어울리는 향수가 있을 거예요.
5088,5088,향기 나면 좋아요.
5089,5089,향기 나면 좋아요.
5090,5090,챙겨 드세요.
5091,5091,운동 해보는 것도 좋을 거예요.
5092,5092,계속 앉아있지 마세요.
5093,5093,계속 앉아있지 마세요.
5094,5094,스트레칭을 해보세요.
5095,5095,스트레칭을 해보세요.
5096,5096,제가 채워드릴게요.
5097,5097,채워질 거예요.
5098,5098,채워질 거예요.
5099,5099,놀랐나봐요.
5100,5100,자신을 우선순위로 해주세요.
5101,5101,세상에 별별 사람들이 다 있죠.
5102,5102,기분 전환해보세요.
5103,5103,잘 살 수 있을 거예요.
5104,5104,연락하면 지긋지긋한 사람으로 기억될 거예요.
5105,5105,잘 살 수 있을 거예요.
5106,5106,마음이 복잡한가봐요.
5107,5107,좋은 선택이길 바랄게요.
5108,5108,좋은 선택이길 바랄게요.
5109,5109,질척거리지마세요.
5110,5110,마음에 버리세요.
5111,5111,이미 남이에요.
5112,5112,기분 좋겠어요.
5113,5113,사람 그렇게 쉽게 죽지 않아요.
5114,5114,운동할 맛 나겠어요.
5115,5115,운동할 맛 나겠어요.
5116,5116,건강에 관심 있는 사람들이 많죠.
5117,5117,건강에 관심 있는 사람들이 많죠.
5118,5118,저도 데려가세요.
5119,5119,현금영수증은 꼭 발급받으세요.
5120,5120,현금영수증은 꼭 발급받으세요.
5121,5121,다음부터는 잘 챙기세요.
5122,5122,티끌 모아 태산이에요.
5123,5123,다음부터는 잘 챙기세요.
5124,5124,티끌 모아 태산이에요.
5125,5125,그래서 우리는 꿈을 꾸죠.
5126,5126,현재를 즐기면서 행복하게 사세요.
5127,5127,그런 인상이 오래오래 봐도 질리지 않아요.
5128,5128,성공을 빌어요.
5129,5129,성공을 빌어요.
5130,5130,온전히 느낄 수 있는 시간이겠네요.
5131,5131,밥심으로 사는 거죠.
5132,5132,온전히 느낄 수 있는 시간이겠네요.
5133,5133,욕심의 한계에 따라 달라질 거예요.
5134,5134,사람 마다 달라요.
5135,5135,사람 마다 달라요.
5136,5136,욕심의 한계에 따라 달라질 거예요.
5137,5137,캬아 맛있는 안주랑 드세요
5138,5138,캬아 맛있는 안주랑 드세요
5139,5139,편하고 좋죠.
5140,5140,신나는 노래로 분위기를 띄어보세요.
5141,5141,진정한 욜로의 삶도 추천드려요.
5142,5142,진정한 욜로의 삶도 추천드려요.
5143,5143,잘 살 수 있어요.
5144,5144,혼자 사는 것도 나쁘지 않아요.
5145,5145,잘 살 수 있어요.
5146,5146,혼자만 있지 마세요.
5147,5147,쓸데 없는 걱정일 수도 있어요.
5148,5148,같이 가는 여행도 좋지만 혼자 여행도 좋을 거예요.
5149,5149,같이 가는 여행도 좋지만 혼자 여행도 좋을 거예요.
5150,5150,온전히 느낄 수 있는 시간이겠네요.
5151,5151,편하고 좋죠.
5152,5152,온전히 느낄 수 있는 시간이겠네요.
5153,5153,혼자만 있지 마세요.
5154,5154,혼자를 즐기세요.
5155,5155,혼자서도 잘하는 연습이 필요해요.
5156,5156,가는 곳과 같이 가는 사람에 따라 다르겠죠.
5157,5157,혼자 사는 것도 나쁘지 않아요.
5158,5158,축구 볼때는 치맥이죠.
5159,5159,혼자서도 잘하는 연습이 필요해요.
5160,5160,혼자서도 잘하는 연습이 필요해요.
5161,5161,상대방을 이해해 주세요.
5162,5162,혼자도 함께도 잘 지내는 게 좋죠.
5163,5163,혼자를 즐기세요.
5164,5164,지쳤나봐요.
5165,5165,그러면 같이도 잘하게 될 거예요.
5166,5166,지름신이 강림했나봅니다.
5167,5167,지름신이 강림했나봅니다.
5168,5168,원하는 것을 당당하게 말하세요.
5169,5169,아무 것도 아니라고 생각하면서 크게 심호흡해보세요.
5170,5170,아무 것도 아니라고 생각하면서 크게 심호흡해보세요.
5171,5171,원하는 것을 분명하게 요구하세요.
5172,5172,원하는 것을 당당하게 말하세요.
5173,5173,성격이 아니라 습관이에요.
5174,5174,화 내는 연습을 해보세요.
5175,5175,별거 아니라고 속으로 외쳐보세요.
5176,5176,화 내는 연습을 해보세요.
5177,5177,식물을 키우는 건 정신건강에 도움이 될 거예요.
5178,5178,사탕 만들어요.
5179,5179,사탕 만들어요.
5180,5180,다음에는 픽서를 사용해보세요.
5181,5181,다음에는 픽서를 사용해보세요.
5182,5182,하다보면 늘어요.
5183,5183,하다보면 늘어요.
5184,5184,피부 생각하셔야죠!
5185,5185,피부 생각하셔야죠!
5186,5186,남이니 신경쓰지 마세요.
5187,5187,예뻐요.
5188,5188,화장실 가세요.
5189,5189,기분만 그럴 수도 있어요.
5190,5190,화장실 가세요.
5191,5191,화장실 가세요.
5192,5192,장이 예민한가봐요.
5193,5193,장이 예민한가봐요.
5194,5194,중요한 날에만 가리세요.
5195,5195,각질제거 먼저 하세요.
5196,5196,각질제거 먼저 하세요.
5197,5197,오랜만에 쇼핑해보세요.
5198,5198,필요한 것만 사세요.
5199,5199,오랜만에 쇼핑해보세요.
5200,5200,필요한 것만 사세요.
5201,5201,시간 가는 줄 모르겠어요.
5202,5202,예뻐요.
5203,5203,먼저 말 걸어 보세요.
5204,5204,가장 확실한 시간은 오늘이에요. 어제와 내일을 놓고 고민하느라 시간을 낭비하지 마세요.
5205,5205,매일 환기하는 게 좋대요.
5206,5206,매일 환기하는 게 좋대요.
5207,5207,환승은 30분 안에
5208,5208,환승은 30분 안에
5209,5209,환승은 30분 안에
5210,5210,지금 성격도 좋아요.
5211,5211,너무 신경쓰지마세요.
5212,5212,너무 신경쓰지마세요.
5213,5213,이쁜 마스크 사드리고 싶네요.
5214,5214,이쁜 마스크 사드리고 싶네요.
5215,5215,맛나게 드세요.
5216,5216,맛나게 드세요.
5217,5217,월급날을 생각하며 참아보세요.
5218,5218,회사에는 동료가 있을 뿐이에요.
5219,5219,출퇴근하기 편하겠죠.
5220,5220,너무 무리하지 마세요.
5221,5221,잘할 수 있을 거예요.
5222,5222,가기 싫어도 가야겠죠.
5223,5223,가기 싫어도 가야겠죠.
5224,5224,운명일지도 모르겠어요.
5225,5225,출퇴근하기 편하겠죠.
5226,5226,확신이 있을 때 시작해보세요.
5227,5227,우울한 이유에 대해 생각해보세요.
5228,5228,잘할 수 있을 거예요.
5229,5229,상대를 용서하면서 분출할 수 있는 탈출구를 찾아보세요.
5230,5230,잘할 수 있을 거예요.
5231,5231,회사는 친구 사귀는 곳이 아니에요.
5232,5232,회사는 친구 사귀는 곳이 아니에요.
5233,5233,회사에는 동료가 있을 뿐이에요.
5234,5234,회사에는 동료가 있을 뿐이에요.
5235,5235,회사는 스트레스의 원인이죠.
5236,5236,자기개발을 해보세요.
5237,5237,회사는 친구 사귀는 곳이 아니에요.
5238,5238,운동으로 땀을 내보세요. 한결 몸이 가벼워질거예요.
5239,5239,가기 싫어도 가야겠죠.
5240,5240,가기 싫어도 가야겠죠.
5241,5241,맛있는거 드세요.
5242,5242,다음에 잘 하면 돼요.
5243,5243,다음에 잘 하면 돼요.
5244,5244,한 시간 먼저 일어나보세요.
5245,5245,후련하니 다행이에요.
5246,5246,후련하니 다행이에요.
5247,5247,질투하지 마세요.
5248,5248,배울 점은 배우세요.
5249,5249,질투하지 마세요.
5250,5250,잘 될거예요. 당신의 삶을 응원합니다!
5251,5251,친하게 지내요!
5252,5252,계획을 세워보세요.
5253,5253,푹 쉬고 오세요.
5254,5254,푹 쉬고 오세요.
5255,5255,안 좋은 회사네요.
5256,5256,휴가가 간절하겠네요.
5257,5257,안 좋은 회사네요.
5258,5258,오래 쓰셨나봐요.
5259,5259,조심했어야죠!
5260,5260,잠깐 핸드폰을 내려두세요.
5261,5261,쓰지 않는 어플을 삭제해보세요.
5262,5262,중독에서 벗어나세요.
5263,5263,중요한 것들을 백업해놓으세요.
5264,5264,충전할 곳을 찾아보세요.
5265,5265,포맷해보세요.
5266,5266,휴식도 필요하죠.
5267,5267,저도 쉬고 놀고 하고 싶어요.
5268,5268,저도 쉬고 놀고 하고 싶어요.
5269,5269,생활용품이 은근 많이 들어가요.
5270,5270,생활용품이 은근 많이 들어가요.
5271,5271,계획 세우고 하세요.
5272,5272,준비하고 결정하는 게 좋을 거예요.
5273,5273,계획 세우고 하세요.
5274,5274,준비하고 결정하는 게 좋을 거예요.
5275,5275,먹고 자고 그게 진리예요.
5276,5276,아무렇게나 자라도 돼요.
5277,5277,저와의 대화한 것 자체는 희망적이에요.
5278,5278,저와의 대화한 것 자체는 희망적이에요.
5279,5279,일방적 희생양이 되지 않길 바랍니다.
5280,5280,뽑지말고 염색을 해보세요.
5281,5281,뽑지말고 염색을 해보세요.
5282,5282,계속 주고 있었을 거예요.
5283,5283,계속 주고 있었을 거예요.
5284,5284,응원합니다!
5285,5285,응원합니다!
5286,5286,다 지나갈 거예요.
5287,5287,다 지나갈 거예요.
5288,5288,잊지말고 보답하세요.
5289,5289,응원합니다!
5290,5290,더 오래 만날 사람 만날 거예요.
5291,5291,더 공허함이 크시겠네요.
5292,5292,더 좋은 사람 만나실 거예요.
5293,5293,더 마음이 허하겠어요.
5294,5294,충분히 슬퍼하고 충분히 아파하다가 이겨내세요.
5295,5295,함께 걸은 길을 혼자 돌아가고 계시겠네요.
5296,5296,이별은 보고 싶은 마음을 참는 과정이죠.
5297,5297,충분히 슬퍼하고 충분히 아파하다가 이겨내세요.
5298,5298,좋은 연애였길 바라요.
5299,5299,시간이 무색하네요.
5300,5300,천천히 써보세요.
5301,5301,또 다른 사랑이 찾아올 거예요.
5302,5302,만난 시간 만큼 힘들 겠지만 잘 이겨낼 수 있을 거예요.
5303,5303,충분히 슬퍼하고 충분히 아파하다가 이겨내세요.
5304,5304,현실과 마주하셨나봐요.
5305,5305,은연 중에 생각했나봐요.
5306,5306,헤어짐은 항상 힘들죠.
5307,5307,만난 시간 만큼 힘들 겠지만 잘 이겨낼 수 있을 거예요.
5308,5308,시간이 무색해지네요.
5309,5309,시간이 흐른 거 같은데 아직 많이 아프신가봐요.
5310,5310,아무것도 아닌 건 아닐 거예요.
5311,5311,잊지 못하고 있나요.
5312,5312,생각이 더 나죠.
5313,5313,헤어지면 연락 하지도 받지도 마세요.
5314,5314,인연이 여기까지였나봅니다.
5315,5315,안타깝네요.
5316,5316,안 좋은 기억보다 좋은 기억이 더 많았으면 좋겠네요.
5317,5317,인연이 거기까지였나봐요.
5318,5318,다시 연락을 했나봐요.
5319,5319,짧지는 않은 시간 동안의 연애였는데 마음이 아프네요.
5320,5320,많이 알지 못했나봐요.
5321,5321,애석하게도 헤어지셨네요.
5322,5322,만남을 정리하게 되었나봐요.
5323,5323,고생 많았어요.
5324,5324,좋은 사랑 하셨나봐요.
5325,5325,추억은 추억일 때 좋을 때도 있어요.
5326,5326,많이 힘들지 않았으면 좋겠네요.
5327,5327,이별도 여러 번이면 마음이 이별을 준비해요.
5328,5328,꿈같았던 만큼 놀라셨겠어요.
5329,5329,좋았길 바랄게요.
5330,5330,다른 역을 향해 떠나요.
5331,5331,지나가지 말지 그랬어요.
5332,5332,시간이 쓰디쓴 약이었나봅니다.
5333,5333,2주 동안 고생했어요.
5334,5334,시간이 더 많이 지나가길 바랄게요.
5335,5335,잘 참았어요.
5336,5336,힘들겠네요.
5337,5337,나이에 상관없이 이별은 참 마음이 아프네요.
5338,5338,시간 텀이 기네요.
5339,5339,그동안 많이 기다렸겠어요.
5340,5340,제자리여도 괜찮아요.
5341,5341,헤어지고 연락 받지 마요.
5342,5342,아프지 마요.
5343,5343,돈이 문제죠.
5344,5344,많이 허절할 거라 생각해요.
5345,5345,마침표가 이어져서 선이 되기도 하죠.
5346,5346,힘들겠지만 잘 이겨낼 거예요.
5347,5347,상처받은 마음 보듬어주고 싶네요.
5348,5348,힘들겠지만 잘 이겨낼 거예요.
5349,5349,힘들겠지만 잘 이겨낼 수 있을 거예요.
5350,5350,힘들겠지만 잘 이겨낼 거예요.
5351,5351,괜찮길 바랄게요.
5352,5352,긴 시간인데 깊게 사랑했나봐요.
5353,5353,권태기가 마침표인지 쉼표인지 살펴보세요.
5354,5354,물리적인 시간은 잘도 가죠.
5355,5355,이제야 실감이 나나 봐요.
5356,5356,나이에 상관없이 이별은 힘들죠.
5357,5357,인연이 거기까지였나봐요.
5358,5358,이별 중인가봐요.
5359,5359,사랑은 끝나도 당신의 시간은 여전히 진행 중인 걸 잊지 마세요.
5360,5360,환승 이별은 예의가 아니네요.
5361,5361,만났던 시간이 긴 만큼 많이 힘들겠어요.
5362,5362,헤어지면 남이에요. 신경쓰면 더 힘들어져요.
5363,5363,사랑은 끝나도 당신의 시간은 여전히 진행 중인 걸 잊지 마세요.
5364,5364,사랑은 끝나도 당신의 시간은 여전히 진행 중인 걸 잊지 마세요.
5365,5365,힘든 시간 잘 버텨내고 있길 바랄게요.
5366,5366,한동안 받아들이기 버거울거예요.
5367,5367,사람 속을 모를 때가 있어요.
5368,5368,좋은 마무리가 되었길 바랍니다.
5369,5369,잦은 만남과 이별로 지쳤겠어요.
5370,5370,헤어짐에도 준비가 필요할 거예요.
5371,5371,준비하는 시간도 힘들 거 같아요.
5372,5372,더 헤어지지 힘들겠어요.
5373,5373,저는 저에게 투자하는 시간을 가져요. 예를들면 운동이나 여행같이 잡념을 없앨 수 있는 일들이요.
5374,5374,마음이 복잡하겠어요.
5375,5375,생각을 오래하면 더욱 지칠 수 있어요.
5376,5376,한동안 많이 힘들지도 몰라요. 맘고생 많았어요.
5377,5377,종교 차이는 생각보다 민감한 부분이더라고요. 연애 기간이 무색하게도 힘들었겠어요.
5378,5378,머릿속은 텅비고 마음은 복잡하겠어요.
5379,5379,힘든 결정이었을텐데 혼자만의 시간이 필요하겠어요.
5380,5380,생각을 비워보세요.
5381,5381,행복했던 기억만 남았길 바랄게요.
5382,5382,사랑의 끝은 항상 허무하네요.
5383,5383,감당하기 어려웠을 거예요.
5384,5384,여기까지였을 거예요.
5385,5385,긴 시간이 무색하겠지만 아련한 추억이 될 거예요.
5386,5386,소중한 이야기 제가 들어드릴게요.
5387,5387,아쉬운 이야기네요.
5388,5388,그만큼 애틋한 사랑이였겠어요.
5389,5389,오랜만의 만남이네요.
5390,5390,물리적 시간에 비례하지 않으니까요.
5391,5391,또 다시 열심히 살아가고 사랑하는 거죠.
5392,5392,환승 이별은 예의가 아니네요.
5393,5393,생각을 비워보는 건 어떨까요.
5394,5394,좋은 기억들만 남았길 바랄게요.
5395,5395,함께한 시간이 시간이니 만큼 놀랐겠어요.
5396,5396,힘든 시간 잘 버텨냈어요.
5397,5397,힘들겠지만 천천히 보내주세요.
5398,5398,힘들겠지만 천천히 보내주세요.
5399,5399,이야기가 잘 풀렸다니 다행이에요.
5400,5400,오랜 사랑 하셨네요.
5401,5401,오래 사귀셨네요.
5402,5402,반복되면 습관이 됩니다.
5403,5403,끝을 맺느라 고생했어요.
5404,5404,헤어지세요.
5405,5405,그런 사람 못 고쳐 씁니다. 헤어지세요.
5406,5406,세월 만큼 힘들겠네요.
5407,5407,힘내세요.
5408,5408,힘내세요.
5409,5409,긴 시간 만큼 힘이 들 거예요.
5410,5410,끝내는 게 힘들었을 거 같아요.
5411,5411,여기까지였을 거예요.
5412,5412,새로운 사랑을 찾아보세요.
5413,5413,딱 힘들 때네요.
5414,5414,공허함이 더 크시겠어요.
5415,5415,끝은 항상 힘들지요.
5416,5416,환승 이별은 예의가 아니네요.
5417,5417,공허함이 더 크시겠어요.
5418,5418,공허함이 크겠어요.
5419,5419,공허함이 더 크시겠어요.
5420,5420,가사가 비슷한가봐요.
5421,5421,SNS 끊는게 힘들죠.
5422,5422,SNS 흔적 삭제하세요.
5423,5423,SNS 보지 마세요.
5424,5424,무거워도 괜찮아요.
5425,5425,슬픈 가사 듣지 마요.
5426,5426,많이 아프지 말아요.
5427,5427,덜 아팠으면 좋겠어요.
5428,5428,아무 생각 하지 말고 푹 주무세요.
5429,5429,자신을 더 사랑해주세요.
5430,5430,아픈만큼 더 성숙해질 거예요.
5431,5431,가슴 아픈 만큼 행복해지세요.
5432,5432,아픈 만큼 행복해지세요.
5433,5433,마음이 하라는 대로 해야죠.
5434,5434,이게 가장 슬픈 일인 거 같아요.
5435,5435,"저를 만들어 준 사람을 부모님, 저랑 이야기해 주는 사람을 친구로 생각하고 있어요"
5436,5436,마침표 찍는 것도 용기가 필요하죠.
5437,5437,사랑한 만큼 가혹하죠.
5438,5438,간단하지 않은 것.
5439,5439,여러번 해도 어려워요.
5440,5440,좋은 추억만 간직하세요.
5441,5441,이혼하세요.
5442,5442,보고 싶은 걸 참는 게 이별 과정이더라고요.
5443,5443,좋은 날이 있을 거예요.
5444,5444,시간이 가면 무뎌질 거예요.
5445,5445,저는 항상 심해요.
5446,5446,상대방이 상처를 받았나봐요.
5447,5447,심호흡을 해보세요.
5448,5448,문자가 나을 수도 있겠네요.
5449,5449,그러니까 나도 우울.
5450,5450,토닥토닥
5451,5451,자신을 더 사랑해주세요.
5452,5452,좋아하는 것을 해보세요.
5453,5453,당황했나요?
5454,5454,황당하네요.
5455,5455,이유가 있을 거예요.
5456,5456,이유가 있을 거예요.
5457,5457,조금만 더 버텨보세요.
5458,5458,이별은 모두 갑작스럽죠.
5459,5459,좋은 연락이었으면 좋겠네요.
5460,5460,그래도 할 거면 해야겠죠.
5461,5461,같은 하늘 아래 숨 쉬고 있어요.
5462,5462,새로운 여행을 떠나보세요.
5463,5463,이제 내려주세요.
5464,5464,이제 내려주세요.
5465,5465,아니었나봅니다.
5466,5466,나쁜 사람.
5467,5467,지금은 아닌가요.
5468,5468,더 오래 함께할 사람이 있을 거예요.
5469,5469,소리 한 번 크게 지르고 잊어버리세요.
5470,5470,잘 지낼 수 있을 거예요.
5471,5471,축복은 누구에게나 찾아오는 거래요.
5472,5472,매력있어요.
5473,5473,거울 안 봐도 괜찮아요.
5474,5474,술 많이 드시면 더 무너져요.
5475,5475,소리 한 번 크게 지르고 잊어버리세요.
5476,5476,아무래도 그렇죠.
5477,5477,슬픈 미련을 버리세요.
5478,5478,걸지 말아요.
5479,5479,차단도 병이죠.
5480,5480,워워~ 진정하세요.
5481,5481,용기를 가지세요.
5482,5482,마음 가는 대로 하세요.
5483,5483,더 힘들겠어요.
5484,5484,조금만 더 버텨보세요.
5485,5485,오늘을 살아가는 것.
5486,5486,결혼에 골인하는게 무조건 사랑의 성공은 아닐 거예요.
5487,5487,놓느라 고생했어요.
5488,5488,힘내세요!
5489,5489,연락 기다리지 마요.
5490,5490,다른 생각 하고 주무세요.
5491,5491,사랑도 또 다시 올 거예요.
5492,5492,또 일어나면 돼요.
5493,5493,후회만 남을지도 몰라요.
5494,5494,만나면 못 말할 것 같았나봐요.
5495,5495,다신 실수하지 않길 바랄게요.
5496,5496,인연이 거기까지 였나봐요.
5497,5497,잘하셨어요.
5498,5498,속은 후련하겠어요.
5499,5499,이제 시작이죠.
5500,5500,상담도 도움이 될 거예요.
5501,5501,시작할 때는 끝을 알지 못하죠.
5502,5502,시작할 때는 그 끝을 알지 못하죠.
5503,5503,좋은 시작이 되길 기원할게요.
5504,5504,이제 망상을 버릴 때가 왔어요.
5505,5505,그런 소리 마세요.
5506,5506,후회하는 것 보단 낫겠네요.
5507,5507,마음이 더 복잡하겠어요.
5508,5508,이제 연락 하지 마세요.
5509,5509,이제 진짜 잊어요.
5510,5510,더 좋은 사람 만나실 거예요.
5511,5511,또 다른 사랑이 찾아올 거예요.
5512,5512,시작이 있으면 끝도 있는 법이에요.
5513,5513,시작이 있으면 끝도 있는 법이에요.
5514,5514,말하기 힘들었겠어요.
5515,5515,언젠간 올 시기였을거예요.
5516,5516,거기까지가 끝인가봐요.
5517,5517,쉽게 받아들여지진 않을거예요.
5518,5518,깨끗하게 잊으세요.
5519,5519,힘내지 않아도 돼요. 충분히 슬퍼하고 다시 일어나세요.
5520,5520,더 오래 살아야 하니 가치관이 중요하겠죠.
5521,5521,헤어질 거면 빨리 하는게 낫지요.
5522,5522,어떤 상황보다 받아들이기 힘들거라 생각해요.
5523,5523,현실이라는 벽에 부딪혔군요.
5524,5524,이혼보다 파혼이 낫죠.
5525,5525,안타깝게 생각해요.
5526,5526,그때도 괜찮다면.
5527,5527,힘들겠네요.
5528,5528,사람은 다 이기적이죠.
5529,5529,결혼에는 확신이 필요하죠.
5530,5530,한동안은 그럴거예요.
5531,5531,사랑했던 만큼 생각나겠죠.
5532,5532,후회하지 않았으면 좋겠어요.
5533,5533,생각할 시간과 정리할 시간이 필요하다는 거겠죠.
5534,5534,잘 때 다른 생각을 하고 주무세요.
5535,5535,더 좋아질 거예요.
5536,5536,생각을 종이에 끄젹여여 보는게 도움이 될 수도 있어요.
5537,5537,후회는 후회를 낳을뿐이에요. 용기 내세요.
5538,5538,그럴 줄 몰랐을 거예요.
5539,5539,사람이 크죠.
5540,5540,더 좋은 날들이 올 거예요.
5541,5541,더 좋은 날들이 올 거예요.
5542,5542,확신이 없나봐요.
5543,5543,조금만 더 버텨보세요.
5544,5544,제가 채워줄게요.
5545,5545,제가 채워줄게요.
5546,5546,제가 채워줄게요.
5547,5547,견디기 힘들었을텐데 괜찮은가요.
5548,5548,현재에 집중하세요.
5549,5549,과거랑 현재랑 미래는 함께 해요.
5550,5550,현재의 나한테 사과하세요.
5551,5551,돌아오길 바란다면 연락해보세요.
5552,5552,마음이 알고 있을 거예요.
5553,5553,사랑과 증오 사이에서 괴로워하시는군요.
5554,5554,괜찮아질 거예요.
5555,5555,더 괜찮아 지려고 하는 과정일 거예요.
5556,5556,심호흡을 해보세요.
5557,5557,심호흡을 해보세요.
5558,5558,더 괜찮아 지려고 하는 과정일 거예요.
5559,5559,더 괜찮아 질 거예요.
5560,5560,울어도 괜찮아요.
5561,5561,조금만 더 힘내세요.
5562,5562,울어도 괜찮아요.
5563,5563,괜찮은 척 하고 있던 걸 수도 있어요.
5564,5564,울어도 괜찮아요.
5565,5565,자신을 가장 잘 모르고 살아요.
5566,5566,안 괜찮아도 돼요.
5567,5567,이젠 떠나간 사람 때문에 괴로워 말아요.
5568,5568,우리는 많이 모르고 살죠.
5569,5569,우리는 참 많이 모르고 살죠.
5570,5570,척 안해도 돼요.
5571,5571,안 괜찮아도 돼요.
5572,5572,아니었나요.
5573,5573,쉽게 나아지지 않지요.
5574,5574,헛된 희망은 자신을 더 괴롭게 만들거예요.
5575,5575,이제 카톡하지 마요.
5576,5576,괴로울만 해요.
5577,5577,한동안은 그럴지도 몰라요.
5578,5578,사랑은 주고 받기죠.
5579,5579,전역해서 더 좋은 사람 만날 수 있을 거예요.
5580,5580,전역해서 더 좋은 사람 만날 수 있을 거예요.
5581,5581,환승은 진짜 예의가 없네요.
5582,5582,네 말씀해주세요.
5583,5583,네 물어보세요.
5584,5584,네 무엇이든 물어보세요.
5585,5585,이겨낼 수 있어요.
5586,5586,사람은 모두 이기적인 동물이에요.
5587,5587,극복하거나 이별하거나 둘 중 하나죠.
5588,5588,극복하거나 이별하거나 둘 중 하나죠.
5589,5589,그 사람도 힘들었을 거예요.
5590,5590,극복하려는 노력은 해보는 게 좋을 거 같아요.
5591,5591,더 좋은 사람 만나실 거예요.
5592,5592,좋은 모습만 기억에 남겠죠.
5593,5593,그럴 거예요.
5594,5594,찾아보지 마세요.
5595,5595,사랑했나봐요.
5596,5596,다른 사람과 다녀보세요.
5597,5597,될 수 있어요.
5598,5598,억지로라도 웃는 게 도움이 될 거예요.
5599,5599,힘내세요.
5600,5600,조금만 더 버텨보세요.
5601,5601,궁금할 수 있어요.
5602,5602,그럴 수 있을 거예요.
5603,5603,포기 하지 마요.
5604,5604,마음이 헛헛하군요.
5605,5605,천천히 보내주세요.
5606,5606,마음이 지쳤나봐요.
5607,5607,행동파시군요.
5608,5608,아련하네요.
5609,5609,보내는 것도 사랑이에요.
5610,5610,쓰면서 정리가 되기도 하죠.
5611,5611,충분히 잘 살고 있어요.
5612,5612,이별은 언제 해도 익숙해지지가 않으니까요.
5613,5613,들어드릴게요.
5614,5614,스스로에게 하는 말인가요.
5615,5615,연인은 친구가 될 수 없어요.
5616,5616,행복이 최고죠.
5617,5617,저를 찾아줘서 고마워요.
5618,5618,아름다운 사이네요.
5619,5619,큐피드의 화살에 맞았나봐요.
5620,5620,잠 못 드는 밤인가봐요.
5621,5621,몸을 피곤하게 하거나 다른 생각을 해보세요.
5622,5622,지금은 생생하겠지만 하나씩 잊으세요.
5623,5623,가장 사랑했던 사람이 가장 아프게 하죠.
5624,5624,꿈과 현실은 같지 않아요.
5625,5625,지금처럼 현실을 인정하세요.
5626,5626,당신도 힘들어 보이네요.
5627,5627,지금처럼 현실을 인정하세요.
5628,5628,미련을 천천히 버려보세요.
5629,5629,마음을 천천히 보듬어 주세요.
5630,5630,그녀밖에 알 수가 없죠.
5631,5631,사랑 진행으로 바뀌길 바랄게요.
5632,5632,뭐라고 하던가요.
5633,5633,그녀가 아니라는 걸 잊지 마세요.
5634,5634,맘이 편치 않겠어요.
5635,5635,고민하고 있다면 그게 맞을거예요.
5636,5636,힘들겠지만 잘했어요.
5637,5637,시간이 도와줄 거예요.
5638,5638,마음이 복잡한가요.
5639,5639,SNS는 보지 않는 게 좋겠어요.
5640,5640,버릴 때 마음이 아프겠지만 버리는 게 좋을 거예요.
5641,5641,싱숭생숭했겠네요.
5642,5642,후폭풍은 누구에게나 올 거예요.
5643,5643,마음도 잘 정리하고 오세요.
5644,5644,아무것도 남지 않는게 미련도 덜할 거예요.
5645,5645,허전한 마음이 들겠어요.
5646,5646,아픔 뒤에는 항상 깨달음이 있나봐요.
5647,5647,이젠 그녀를 놓아주세요.
5648,5648,원하던게 아니었을텐데 씁쓸했겠어요.
5649,5649,흔들릴 수 밖에 없었겠네요.
5650,5650,잘했어요.
5651,5651,소식 듣지 마세요.
5652,5652,그런 소식에는 귀를 닫는게 맘편할 거예요.
5653,5653,너무 기대하지 말아요.
5654,5654,마음에서도 놓아주세요.
5655,5655,가능할 거예요.
5656,5656,연락이 문제죠.
5657,5657,365일 중에 하루일 뿐이에요.
5658,5658,많이 사랑했던 사람이었나요.
5659,5659,기대를 내려놓으면 마음이 좀 더 편안해질 거예요.
5660,5660,행복했길 바랄게요.
5661,5661,기억과 함께 묻어두는 건 어떨까요.
5662,5662,항상 지나고 나서 깨닫게 되는 것 같아요.
5663,5663,쉬운 결정은 아니었을거라 생각해요.
5664,5664,그게 최선이었을 거라 생각해요.
5665,5665,마음에서도 지워주세요.
5666,5666,후련한가봐요.
5667,5667,사랑한 만큼 아픔이 오죠.
5668,5668,그렇게 될 거예요.
5669,5669,자책하지 마세요.
5670,5670,기대하지 말고 기다리지도 마세요.
5671,5671,그렇게 무뎌지는가봐요.
5672,5672,이젠 기억을 놔주는 건 어떨까요.
5673,5673,애잔한 기억.
5674,5674,보고 싶은 그대.
5675,5675,완전히 잊는다는건 사실 불가능하니까요.
5676,5676,둘을 뗄 수 있나요.
5677,5677,외로움을 피해 그리움을 선택했네요.
5678,5678,무서운 생각하지마세요.
5679,5679,툭툭 털고 일어나세요.
5680,5680,그랬었지 하고 추억하는 날이 올 거예요.
5681,5681,이불킥 하고 말 했던 사실 조차 잊어버리세요.
5682,5682,사소하면서도 아련한 소원이네요.
5683,5683,그런 생각은 자신을 더 괴롭게 할 뿐이에요.
5684,5684,신경쓰지 마세요.
5685,5685,다른 생각들을 해보세요.
5686,5686,자신이 편하고 즐거울 수 있는 방법을 생각해보세요.
5687,5687,다시 극복해봐요.
5688,5688,후폭풍이 늦게 오는 게 아닐까요.
5689,5689,마음을 글로 담기 참 어렵죠.
5690,5690,글을 쓰다보면 정리가 될 거예요.
